name,review
Mastermind - AI Assistant for Software Dev Teams,Love it! Thank you for making this!!
Mastermind - AI Assistant for Software Dev Teams,Having master mind call my son for help
Fox Business,Fox business is really getting good.  I find myself watching and listening to it much more than CNBC.  Keep ubthe good work.
PR AUTHORity Minute,
CryptoTicker,
ONESOURCE Fast Sales Tax,
Cheddar,"the guy yells Amazon Alexa every day, and the Echo always waits for a command. And a Dunkin donuts ad everyday. Im tired of it. Disabling."
Mastermind - AI Assistant for Software Dev Teams,"Excellent Alexa skill and Android app that extends Alexa's ability to fully interface with my phone.  Even though in beta, it has performed very well."
Marketplace Morning Report,fix the endless repeats!!
Thirty Second Money Tip with Nick True,It is geat to hear solid advice ever time. if this is the only thing I have time for on a rush morning I still feel like I get something out of my flash breifing. He is always focused on a simple and strategic idea of how to handle your finances.
Deputy,
Mastermind - AI Assistant for Software Dev Teams,Have not yet tried it but I'm very excited at the prospect of contacting my family and friends using Alexa.
Mastermind - AI Assistant for Software Dev Teams,I like this app because it allows Alexa to communicate with your phone and do several things such as get notifications change phone settings and text or call someone on your cell phone. You can check your battery level and when you ask it to call someone on your phone it actually dialed the correct contact. I sometimes have a problem getting Alexa to recognize some of my contacts and this works a little better for me because someone always calls when I am busy it's works good as a caller ID when I'm not looking at my phone. Well I can ask Alexa what my battery level is and get an accurate reading which is a plus. I'm always getting a phone call when my hands are wet and this app works great I can see who is calling me and answer the phone without touching it just by using my Echo Dot. I always I get to turn my phone on do not disturb when trying to sleep and this is a great way to do it without having to get up out the bed I just tell Alexa to turn my phone on do not disturb and it is done. I'm pretty sure there are some upgrade that can be done but I'm so far I'm liking this app
Capital One,"Good conversational experience and useful functionality.  Would have liked to get more communications from Capital One on the skill, as a reminder to use it over other channels like web and mobile."
Long Island Real Estate,
Mastermind - AI Assistant for Software Dev Teams,Loving it works great for me
Run To Your Leadership Challenges!,"I recently rearranged my morning flash briefings to listen to Paul first.  As a military officer, I receive a whole lot of leadership advice and mentoring but rarely is it focused on how to tackle challenges that come up on a regular basis.  Learning and overcoming challenges is how we become better leaders.  Paul presents quick ideas for growth in a 3 min (or so) daily message.  I have gone to work and posed many of his questions to co-workers that have sparked entertaining and thoughtful discussion among other leaders and have used his commentary as a basis for professional development presentations.  Thanks Paul!"
BizTalk Business Leaders,I love listening to shows like Business Rockstars on the BizTalkRadio app. Now I get just the highlights we a tip a day. Thanks Amazon and BizTalkRadio!
Mastermind - AI Assistant for Software Dev Teams,App of the year!!!!!
Mastermind - AI Assistant for Software Dev Teams,Using the command Mastermind is cumbersome.
Mastermind - AI Assistant for Software Dev Teams,Nothing
Chapel Hill Real Estate,
Dave Sanderson: Declassified,"Dave is a fascinating person who loves to help others realize their dreams. His story is a truly amazing one and he uses his experiences to cut through the clutter to ""declassify"" the methods to making your own success a reality. Highly recommended!"
Mastermind - AI Assistant for Software Dev Teams,So far this app works as stated. It has put a smile on my face
Bloomberg,got rid of Bloomberg TV. Makes the app worthless.  No longer worth installing.
Goods and Services Tax,It would be good if you could ask it questions!
Mastermind - AI Assistant for Software Dev Teams,"Linked app, but Alexa said it's a beta and put me on a wait list."
Bloomberg,Doesn't recognize anything asked! Such as ask. Bloomberg how is the market doing today.
Market Moment - Today in History,"These guys are great. Not only do they address current financial news and insights of the day, they also discuss historical topics that continue to shape our country."
CNBC Markets Now,
Mastermind - AI Assistant for Software Dev Teams,"This skill is looking to be very good, who knows where it will stop. Great work 😀"
Mastermind - AI Assistant for Software Dev Teams,"I used it a few times, works well."
